id;title;out
4365;Brain;0
4368;Middle_East;0
4370;Warsaw;0
4372;Point_(geometry);0
4373;Line;0
4406;List_of_buildings;0
4442;Acid;0
4443;White_dwarf;0
4449;Qur'an;0
4457;Adolf_Hitler;0
4461;Alcohol;0
4462;Wolfgang_Amadeus_Mozart;0
4465;Human_penis;0
4467;Paris;0
4471;Anarchy;0
4472;DNA;0
4475;Bread;0
4484;Big_Bang;0
4492;Analysis;0
4494;Aristotle;0
4526;Colonisation;0
4527;Colonization;0
4536;Vietnam_War;0
4549;United_Nations;0
4558;Marco_Polo;0
4593;1815;0
4606;Greek_language;0
4613;PH;0
4616;Omnivore;0
4618;Herbivore;0
4629;1945;0
4635;Christopher_Columbus;0
4645;Computer_hardware;0
4646;Meat;0
4648;Tuvalu;0
4649;Java;0
4652;1267;0
4653;Michelangelo;0
4654;Leonardo_da_Vinci;0
4656;1902;0
4665;Platinum;0
4668;Mineral;0
4669;Craft;0
4679;Silver;0
4681;Pope;0
4700;Fixed-wing_aircraft;0
4711;Shoe;0
4712;Footwear;0
4714;Jazz;0
4716;Beef;0
4733;Reincarnation;0
4740;Melbourne;0
4742;Canberra;0
4743;Sydney;0
4747;Jews;0
4751;European;0
4758;Slave;0
4772;Grain;0
4782;Translation;0
4786;Communist;0
4793;Socialism;0
4807;Anarchism;0
4809;List_of_countries_by_area;0
4810;List_of_countries_by_continents;0
4812;List_of_countries_and_dependencies_by_population;0
4831;Ivory_Coast;0
4842;Libertarian;0
4860;Hong_Kong;0
4864;Edinburgh;0
4866;Head_of_state;0
4867;Roman_Catholic;0
4874;Disease;0
4887;Carbon;0
4891;Chemical_reaction;0
4893;Trafalgar_Square;0
4900;House;0
4912;Farmer;0
4913;Constellation;0
4914;Flood;0
4923;Hell;0
4940;Granite;0
4941;1970;0
4951;Georgia_(U.S._state);0
4964;Homer;0
4978;Republic;0
4990;Liberalism;0
5000;Serbia;0
5001;Cancer;0
5007;Photography;0
5008;Acronym;0
5010;Bridge;0
5012;Ontario;0
5014;Head_of_government;0
5031;Atlanta;0
5042;Flooding;0
5071;Pakistan;0
5072;New_Zealand;0
5073;South_Korea;0
5074;Republic_of_Ireland;0
5075;Vietnam;0
5093;Phoebe_(moon);0
5103;Philippines;0
5113;Chennai;0
5114;Mumbai;0
5115;Bangalore;0
5121;Charles_Darwin;0
5123;Isaac_Newton;0
5127;Pythagoras;0
5128;Socrates;0
5138;Portsmouth;0
5148;April_28;0
5151;August_16;0
5155;1789;0
5156;April_4;0
5158;Political_virtues;0
5176;September_11_attacks;0
5185;Valladolid;0
5227;Cornwall;0
5246;Eiffel_Tower;0
5249;Aphrodite;0
5257;Salt_Lake_City;0
5259;Barcelona;0
5285;Bronze_Age;0
5290;Olympic_Games;0
5316;Drawing;0
5324;Texas;0
5361;Apocrypha;0
5398;Matrix_(mathematics);0
5403;Mandarin_Chinese;0
5404;Algeria;0
5410;George_Washington;0
5414;Abraham_Lincoln;0
5416;April_15;0
5422;Harry_S._Truman;0
5429;Yield;0
5431;Social_network;0
5433;Creating;0
5434;Human_science;0
5435;Flaying;0
5437;Rice;0
5450;Cattle;0
5504;Man;0
5505;Woman;0
5512;Center;0
5526;Size;0
5547;Direction;0
5579;Cathedral;0
5582;Saint_George;0
5681;Cate_Blanchett;0
5687;Kylie_Minogue;0
5689;Nicole_Kidman;0
5690;Hugh_Jackman;0
5691;Mel_Gibson;0
5713;God_Save_the_King;0
5719;B;0
5720;C;0
5721;D;0
5722;E;0
5723;F;0
5724;G;0
5725;H;0
5726;I;0
5727;J;0
5728;K;0
5729;L;0
5730;M;0
5731;N;0
5732;O;0
5733;P;0
5734;Q;0
5735;R;0
5736;S;0
5737;T;0
5738;U;0
5739;V;0
5740;W;0
5741;X;0
5742;Y;0
5743;Z;0
5757;Virus;0
5760;Microprocessor;0
5761;Heat;0
5771;Biochemistry;0
5777;Cryptography;0
5789;Laos;0
5812;Organism;0
5813;Kinetic_energy;0
5816;Ship;0
5821;List_of_words_about_computers;0
5828;Gender;0
5843;Dutch_language;0
5888;Marshall_Islands;0
5892;Alphabet;0
5893;County;0
5899;Vertebrate;0
5908;Computer_game;0
5909;Singapore;0
5935;Breakfast;0
5937;Town;0
5940;Julius_Caesar;0
5978;Hippocrates;0
6027;Richard_Nixon;0
6028;Gerald_Ford;0
6034;Lymphocyte;0
6056;TV;0
6081;Building;0
6087;Poison;0
6101;Chemical_compound;0
6103;Wood;0
6116;Village;0
6145;Leon_Trotsky;0
6148;Latin_script;0
6166;Archduke_Franz_Ferdinand_of_Austria;0
6193;Syria;0
6207;Louisiana;0
6222;Telephone;0
6237;Genghis_Khan;0
6239;Antigua_and_Barbuda;0
6240;San_Marino;0
6251;Orbit;0
6255;Neutrino;0
6276;Season;0
6285;US;0
6303;Chemical;0
6309;Letter;0
6311;Napoleon_Bonaparte;0
6312;Anne_Frank;0
6333;Computer_graphics;0
6346;Franklin_D._Roosevelt;0
6349;Venezuela;0
6350;Saudi_Arabia;0
6351;Colombia;0
6354;Abel_Tasman;0
6356;Terrorist;0
6360;Artificial_intelligence;0
6361;Programmer;0
6362;Programming_language;0
6364;Booting;0
6369;World;0
6370;Azerbaijan;0
6373;Al-Khwarizmi;0
6393;Apartheid;0
6416;Birmingham;0
6418;American_Civil_War;0
6419;Tutankhamun;0
6432;Spanish_language;0
6439;Czech_Republic;0
6440;Flag;0
6459;Units_of_measurement;0
6478;Atomic_bomb;0
6490;Diamond;0
6495;Graph;0
6501;Collision_detection;0
6528;Knife;0
6580;Marathon;0
6585;Holy_Roman_Empire;0
6592;Latin;0
6593;Middle_Ages;0
6617;Province;0
6623;Jade;0
6640;Salt;0
6642;Business;0
6643;Winter;0
6659;Death_penalty;0
6660;Capital_punishment;0
6663;Mining;0
6669;Ox;0
6684;Osaka;0
6709;Copper;0
6710;Prince;0
6752;1952;0
6754;Benito_Mussolini;0
6774;Yokohama;0
6793;Rocket;0
6799;MacOS;0
6812;Eighty_Years'_War;0
6828;Quark;0
6829;Northern_Hemisphere;0
6832;Messiah;0
7075;Shape;0
7079;Quechua;0
7107;Archaeologist;0
7111;Apple_Inc.;0
7117;Soil;0
7126;3D;0
7136;Quantum_mechanics;0
7161;Nail;0
7162;Dictatorship;0
7163;Electricity;0
7170;Latin_America;0
7171;Washington,_DC;0
7172;Washington,_D.C.;0
7174;President_of_the_United_States;0
7210;Saxophone;0
7235;Conservatism;0
7240;Machine;0
7270;Eastern_Orthodox_Church;0
7305;Zoroastrianism;0
7315;Lemonade;0
7322;Essex;0
7335;Dragon;0
7342;York;0
7354;Martin_Luther_King_Jr.;0
7368;Global_warming;0
7394;Falkland_Islands;0
7410;Muslims;0
7420;Shanghai;0
7426;Catalonia;0
7430;Kitchen;0
7432;Software_engineering;0
7435;Skyscraper;0
7443;Elvis_Presley;0
7447;Mount_Everest;0
7448;Luanda;0
7470;Rolling_Stone;0
7472;Tunisia;0
7474;1979;0
7476;Malaysia;0
7482;Tasmania;0
7503;January_1;0
7509;Thomas_Jefferson;0
7510;Tahiti;0
7517;Calendar;0
7535;C++;0
7545;March_21;0
7553;April_1;0
7574;John_Wilkes_Booth;0
7583;Mikhail_Gorbachev;0
7605;São_Paulo;0
7615;Lebanon;0
7620;Baghdad;0
7621;Mediterranean_Sea;0
7628;C_(programming_language);0
7636;Court;0
7638;Pollution;0
7640;Inca;0
7641;Roman_numerals;0
7647;Map;0
7665;Newspaper;0
7681;Child;0
7689;Henry_VIII;0
7692;Homosexuality;0
7713;Illegal;0
7726;Andes;0
7728;Meal;0
7733;Evil;0
7751;Pork;0
7776;Madagascar;0
7783;Brighton;0
7785;April_20;0
7787;April_2;0
7792;Central_Intelligence_Agency;0
7794;1975;0
7805;Rio_de_Janeiro;0
7825;March_22;0
7862;April_23;0
7863;1954;0
7864;American_Samoa;0
7868;Oven;0
7869;Pot;0
7870;Liquid;0
7877;White;0
7879;French_Guiana;0
7941;Fermentation;0
7944;Actress;0
7947;Flower;0
7952;Judge;0
7956;Weight;0
7961;Zimbabwe;0
7963;Monaco;0
8001;Queen_Elizabeth_II;0
8015;Homosexual;0
8026;Compact_disc;0
8037;Paula_Abdul;0
8047;Pope_John_Paul_II;0
8061;Nuclear_fission;0
8093;Meteor;0
8101;Video_games;0
8112;Nunavut;0
8149;Electrical_engineering;0
8150;Design;0
8152;Tunnel;0
8199;Moose;0
8249;Italian_language;0
8250;Namibia;0
8284;Belize;0
8299;Steel;0
8335;Equation;0
8336;1961;0
8338;1809;0
8340;1968;0
8355;1947;0
8377;Economy;0
8384;Belarus;0
8390;August_29;0
8402;Nazi;0
8404;Netball;0
8407;Atomic_number;0
8413;1920;0
8426;1960;0
8445;1973;0
8460;Variable;0
8468;Predict;0
8493;Cambodia;0
8495;1502;0
8497;1533;0
8503;Colony;0
8521;Arabs;0
8522;Arabic_language;0
8538;Irrigation;0
8566;World_War_Two;0
8568;Mind;0
8574;Sum;0
8607;Prague;0
8614;Great_Wall_of_China;0
8714;1980;0
8715;1936;0
8718;1963;0
8719;April_17;0
8720;April_14;0
8721;1977;0
8737;1962;0
8740;Evolution;0
8746;1937;0
8759;March_20;0
8799;General_relativity;0
8861;1943;0
8905;1990;0
8906;Bee_Gees;0
8917;1946;0
8935;Cornish_language;0
8937;Watergate_scandal;0
9044;1865;0
9060;USB_flash_drive;0
9068;Vulture;0
9070;Falcon;0
9080;1976;0
9089;Drug;0
9104;August_8;0
9114;Bangkok;0
9117;1971;0
9132;Vacuum_tube;0
9141;Scandinavia;0
9149;April_8;0
9163;Topography;0
9181;Kuwait;0
9192;Computer_monitor;0
9212;1940;0
9214;Dominica;0
9217;1923;0
9224;Emperor;0
9230;1955;0
9233;Popeye;0
9235;Astrophysics;0
9240;Ohio;0
9255;1964;0
9260;1539;0
9264;1984;0
9266;1986;0
9267;August_12;0
9268;1918;0
9269;Wombat;0
9283;Arachnology;0
9287;Alabama;0
9289;Bolivia;0
9290;Massachusetts;0
9307;Istanbul;0
9330;Pope_Benedict_XVI;0
9340;Subsistence_farming;0
9345;Electric_charge;0
9421;Stellar_evolution;0
9424;Genetics;0
9440;Encyclopædia_Britannica;0
9442;Avocado;0
9455;1492;0
9460;Song;0
9476;Fire;0
9501;Physician;0
9518;May_8;0
9525;Organic_chemistry;0
9526;Proton;0
9530;April_7;0
9558;1959;0
9559;1957;0
9564;Milton_Keynes;0
9572;Marine_biology;0
9576;Burundi;0
9586;Love;0
9589;Michael_Jackson;0
9596;Nudity;0
9597;Kingdom;0
9645;Canterbury;0
9713;Sword;0
9714;Moses;0
9715;Canaan;0
9716;Prophet;0
9720;Israelites;0
9741;Flag_of_the_People's_Republic_of_China;0
9791;August_5;0
9821;1912;0
9825;May_20;0
9835;April_5;0
9853;1930;0
9860;March_1;0
9867;March_23;0
9868;March_19;0
9869;March_15;0
9874;April_3;0
9876;April_6;0
9877;April_9;0
9878;April_25;0
9879;April_26;0
9880;April_24;0
9881;April_27;0
9882;April_18;0
9883;April_19;0
9884;April_22;0
9885;April_21;0
9886;April_29;0
9887;April_30;0
9888;April_16;0
9889;April_10;0
9890;April_11;0
9891;April_12;0
9892;April_13;0
9920;June_3;0
9950;September_8;0
9951;August_6;0
9952;August_4;0
9953;August_3;0
9954;August_2;0
9955;August_1;0
9956;August_7;0
9957;August_9;0
9959;August_28;0
9960;August_21;0
9961;August_23;0
9962;August_30;0
9963;August_31;0
9964;August_24;0
9965;August_25;0
9966;August_26;0
9967;August_27;0
9968;August_20;0
9969;August_19;0
9970;August_18;0
9971;August_17;0
9972;August_15;0
9973;August_14;0
9974;August_13;0
9975;August_11;0
9976;August_10;0
9977;August_22;0
10000;Fishing;0
10002;Confederate_States_of_America;0
10005;Fiji;0
10008;1922;0
10010;Legend;0
10013;Apricot;0
10017;Tonga;0
10043;July_22;0
10058;September_21;0
10113;1914;0
10124;Welsh_language;0
10138;Thailand;0
10141;1519;0
10181;1919;0
10193;Chicago;0
10261;1944;0
10271;Danube;0
10290;Hewlett-Packard;0
10294;1909;0
10334;Explorer;0
10484;Ethiopia;0
10487;The_Bahamas;0
10489;Vanuatu;0
10506;Oslo;0
10523;Maine;0
10532;Samoa;0
10593;Money_laundering;0
10595;Evolutionary_biology;0
10606;1900;0
10624;Marsupial;0
10745;Buenos_Aires;0
10754;Catholic_Church;0
10813;Sony;0
10853;1906;0
10861;Bacteria;0
10872;Bacterium;0
10907;Forestry;0
10933;Tortilla;0
10950;Bit;0
10967;Catherine_of_Aragon;0
10982;Uruguay;0
10984;Colorado;0
10985;Cairo;0
11009;Nova_Scotia;0
11074;Alexandria;0
11079;1908;0
11104;Oprah_Winfrey;0
11125;Wool;0
11131;Mississippi;0
11134;Manila;0
11143;Extinction;0
11185;Mexico_City;0
11198;Tokelau;0
11200;1792;0
11217;Barbra_Streisand;0
11218;Jamaica;0
11229;Bleach;0
11232;Kazakhstan;0
11234;Barley;0
11243;Ecuador;0
11265;New_Testament;0
11266;Gospel;0
11272;Old_Testament;0
11274;Painting;0
11278;Book_of_Genesis;0
11417;Amsterdam;0
11418;Paraguay;0
11424;Cannabis;0
11458;Comoros;0
11465;Kiribati;0
11471;Barbados;0
11481;San_Francisco;0
11502;Crop;0
11521;Croatia;0
11542;Chad;0
11582;Toledo,_Spain;0
11594;1916;0
11599;Carbon_dioxide;0
11603;Black_Death;0
11604;Liverpool;0
11608;Refrigerator;0
11614;Fungus;0
11615;Guernsey;0
11616;Pottery;0
11622;Guyana;0
11624;Fungi;0
11637;Mariah_Carey;0
11676;1509;0
11678;Al-Qaeda;0
11701;1915;0
12154;George_Washington_Carver;0
12158;Julian_calendar;0
12159;Gregorian_calendar;0
12161;Southern_hemisphere;0
12210;Grenada;0
12250;Sufi;0
12259;Tradition;0
12285;Exponentiation;0
12292;Primary_school;0
12300;Chocolate;0
12332;Eswatini;0
12333;Liberia;0
12334;Central_African_Republic;0
12338;Mozambique;0
12364;Nurse;0
12378;Seafood;0
12379;Peer_review;0
12392;Watermelon;0
12403;Somalia;0
12412;Wisconsin;0
12427;Mathematical_constant;0
12437;Monotheism;0
12446;Capitalism;0
12447;Ghana;0
12460;Floppy_disk;0
12485;Diphthong;0
12509;Ultraviolet;0
12513;Ornithology;0
12646;Korean_language;0
12655;Rule;0
12658;Bahrain;0
12688;Compact_disk;0
12689;CD_player;0
12702;Muhammad;0
12839;Tanzania;0
12858;Buenos_Aires_Province;0
13023;Jakarta;0
13032;INXS;0
13077;Tucumán_Province;0
13173;Beauty;0
13183;Guitar;0
13217;Architect;0
13221;Arch;0
13224;Vagina;0
13226;Breast;0
13255;Automobiles;0
13256;Carpenter;0
13372;Prostate;0
13374;Fossil;0
13384;Hormone;0
13407;Taste;0
13427;Linda_Ronstadt;0
13432;Heart;0
13444;Ancient_Greece;0
13448;Malaria;0
13451;Circulatory_system;0
13456;Chat_room;0
13467;Ethical_tradition;0
13473;Bioinformatics;0
13479;Testicle;0
13500;Igneous_rock;0
13501;Bauxite;0
13510;Scrotum;0
13519;Symptom;0
13536;Missouri;0
13587;Motorcycle;0
13637;Environment;0
13698;Goods;0
13700;Galician_language;0
13704;Nerve;0
13712;Injury;0
13744;Muscle;0
13746;Stomach;0
13772;Hearing;0
13773;Bhutan;0
13785;Voice;0
13804;Abortion;0
13833;Mouth;0
13852;Deacon;0
13888;Liver;0
13913;Kidney;0
13918;UN;0
13920;UNESCO;0
13925;Human_rights;0
13927;Citizen;0
13938;Medical_ethics;0
13958;Brown_v._Board_of_Education;0
13963;Honey;0
13974;Multiprocessing;0
13979;Republicans;0
13980;Democrats;0
13981;Decision;0
13989;Past;0
13990;Particle;0
13997;Tissue;0
14057;Museum;0
14058;Camera;0
14062;Observatory;0
14066;Epidemic;0
14075;Westminster_Abbey;0
14079;Himalayas;0
14133;Olivia_Newton-John;0
14162;Dolphin;0
14166;Guinea;0
14167;Pig;0
14168;Wheat;0
14169;Taliban;0
14171;Tajikistan;0
14173;Tongue;0
14199;New_Orleans;0
14212;Political_subdivisions_of_Brazil;0
14223;Flute;0
14230;16th_century;0
14322;Monk;0
14346;Feminism;0
14361;2010;0
14366;Eris_(dwarf_planet);0
14400;Portuguese_language;0
14402;Hurricane_Katrina;0
14411;Nepal;0
14436;Region;0
14449;Stone;0
14472;Subatomic_particle;0
14474;Breathing;0
14509;Desert;0
14512;William_Henry_Harrison;0
14535;Political_status_of_Taiwan;0
14536;Cellular_respiration;0
14546;Lesotho;0
14599;Boolean_algebra;0
14617;Libya;0
14624;Factory;0
14629;Jordan;0
14674;Paris,_France;0
14701;Industrial_Revolution;0
14712;Botswana;0
14726;The_Gambia;0
14805;Bench;0
14823;Wetzlar;0
14827;Romulus_and_Remus;0
14829;Confucianism;0
14835;Lead;0
14844;Mathematician;0
14880;Mormonism;0
14903;Cider;0
14949;Differential_calculus;0
14981;Easter;0
14986;Georgia_(country);0
14998;Read-only_memory;0
14999;RAM;0
15002;Integrated_circuit;0
15006;Function_(mathematics);0
15032;Eritrea;0
15034;Ancient_Egypt;0
15035;Alexander_the_Great;0
15037;Brisbane;0
15047;Sudan;0
15050;1883;0
15059;Civil_war;0
15179;Celine_Dion;0
15186;Perth,_Western_Australia;0
15187;Osama_bin_Laden;0
15210;Fascism;0
15218;Caribbean;0
